code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
300076,GQY视讯,电脑设备,浙江,0,17133,21200,122449.61,88105.68,17577.64,66815.06,3.15,-0.007,5.07,5.41,20100430
300077,国民技术,半导体,深圳,178.33,25717.68,27200,286719.19,259016.34,2710.84,219319.5,8.06,0.037,10.01,2.67,20100430
300078,中瑞思创,元器件,浙江,93.99,8082.72,16750,128839.8,75138.18,16107.59,85148.15,5.08,0.126,7,6.78,20100430
300079,数码视讯,通信设备,北京,70.86,58914.57,68883.42,344199.38,236146.5,32978.62,122448.97,1.78,0.064,4.27,4.27,20100430
300080,新大新材,其他建材,河南,3720.34,31731.83,50280.39,565445.31,337063.66,136909.86,242862.34,4.83,0.001,6.4,1.35,20100625
300081,恒信移动,通信设备,河北,0,8326.65,13400,86556.07,65134.17,3314.48,53302.28,3.98,-0.053,5.79,5.31,20100520
300082,奥克股份,化工原料,辽宁,391.3,67384.2,67392,514141.59,231573.95,233043.3,203733.47,3.02,0.004,4.28,1.62,20100520
300083,劲胜精密,元器件,广东,0,20202.01,22820.8,435152.56,251522.05,136489.19,145088.48,6.36,-0.37,8.9,4.21,20100520
300084,海默科技,石油开采,甘肃,145.2,22341.56,32476.57,163989.2,69371.25,20267.53,78485.4,2.42,0.037,3.31,6.47,20100520
300085,银之杰,软件服务,深圳,1227.97,24933.83,52544.44,97734.61,63562.42,786.2,46721.15,0.89,0.01,1.59,29.52,20100526
300086,康芝药业,化学制药,海南,0,28612.32,30000,190974.45,126594.07,33314.43,126650.52,4.22,-0.023,5.8,4.19,20100526
300087,荃银高科,种植业,安徽,796.47,24146.15,31680,101467.74,69339.36,18741.6,31971.74,1.01,0.005,1.8,8.3,20100526
300088,长信科技,元器件,安徽,77.97,48772.1,57700.71,463980.75,250372.72,143970.13,188591.98,3.27,0.073,5.9,3.88,20100526
300089,长城集团,陶瓷,广东,305.18,8650.71,15000,116265.9,60868.9,16399.35,48589.43,3.24,0.034,5.3,7.92,20100625
300090,盛运环保,专用机械,安徽,49.6,37541.26,52949.44,605660.5,292327.13,74203.31,83217.1,1.57,0.077,4.01,3.79,20100625
300091,金通灵,机械基件,江苏,171.54,12611.16,20900,196976.19,113916.42,44135.62,44255.17,2.12,0.047,3.93,8.21,20100625
300092,科新机电,专用机械,四川,509.54,15200.23,22750,76290.63,36158.44,36100.68,34288.76,1.51,0.005,2.25,4.32,20100708
300093,金刚玻璃,玻璃,广东,238.08,21526.34,21600,146508.69,89030.03,50441.12,38683.3,1.79,0.027,4.08,6.34,20100708
300094,国联水产,渔业,广东,0,35210.62,35347.42,257401.59,197697.77,32447.16,99726.03,2.82,-0.062,4.8,6.49,20100708
300095,华伍股份,机械基件,江西,59.88,22893.41,30819.48,114468.67,75003.3,27399.84,36951.21,1.2,0.03,2.6,2.77,20100728
300096,易联众,软件服务,福建,3026.28,29900.63,43000,90484.9,72956.11,11355.67,3241.25,0.08,0.003,1.59,24.9,20100728
300097,智云股份,电器仪表,辽宁,0,7992.22,12135.26,69763.07,53240.26,9529.5,19013.82,1.57,-0.02,3.6,6.52,20100728
300098,高新兴,通信设备,广东,69.76,19696.16,29358.42,143468.06,64961.17,6330.35,47335.26,1.61,0.082,3.23,7.05,20100728
300099,尤洛卡,电器仪表,山东,0,10831.67,21459.94,91571.24,57942.16,13266.01,37683.62,1.76,-0.019,3.83,6.9,20100806
300100,双林股份,汽车服务,浙江,20.83,26862.3,39577.51,369107.47,170901.69,80481.22,98923.81,2.5,0.14,4.95,2.35,20100806
300101,振芯科技,通信设备,四川,159.38,21931.93,27800,109012.47,84585.34,9130.25,32557.45,1.17,0.064,2.79,14.66,20100806
300102,乾照光电,半导体,福建,247.13,35112.85,59000,209824.27,97493.35,76741.43,114361.05,1.94,0.008,3.03,2.54,20100812
300103,达刚路机,工程机械,陕西,486.06,8431.51,21173.4,95000.45,79793.53,11588.71,31284.02,1.48,0.009,3.82,4.51,20100812
300104,乐视网,互联网,北京,280.94,108823.29,185061.81,999696.13,439591.41,32610.15,138230.56,0.75,0.052,1.77,32.69,20100812
300105,龙源技术,电器仪表,山东,0,51321.6,51321.6,303642.06,268980.19,17014.81,67710.81,1.32,-0.044,4.14,2.46,20100820
300106,西部牧业,农业综合,新疆,150.44,16287.4,16380,168953.69,77424.61,51677.48,28058.47,1.71,0.035,3.9,5.34,20100820
300107,建新股份,化工原料,河北,139.28,33721.12,53888.03,93623.13,40221.45,49247.89,42149.67,0.78,0.011,1.63,3.84,20100820
300108,双龙股份,化工原料,吉林,31,12211.08,42400.98,220610.22,95136.84,37652.03,105252.6,2.48,0.081,3.62,2.78,20100825
300109,新开源,化工原料,河南,92.57,8041.25,11520,48500.84,15623.85,25931.57,18401.89,1.6,0.113,3.59,11.68,20100825
300110,华仁药业,化学制药,山东,146.47,65525.26,66487.03,267594.69,111155.97,116802.27,34585.51,0.52,0.023,2.25,5.87,20100825
300111,向日葵,半导体,浙江,0,111127.63,111980,308804.88,134558.72,156659.11,21401.97,0.19,-0.031,1.05,5.32,20100827
300112,万讯自控,电器仪表,深圳,414.66,13250.53,24741.22,60430.43,26412.72,12329,13584.65,0.55,0.013,1.97,11.2,20100827
300113,顺网科技,互联网,浙江,119.19,17670.68,29040,133766.27,65424.26,4158.16,38584.92,1.33,0.121,3.69,15.63,20100827
300114,中航电测,元器件,陕西,163.31,20280,26256.01,165046.22,104678.68,27871.16,58007.98,2.21,0.044,4.48,6.43,20100827
300115,长盈精密,元器件,深圳,62.3,51346.82,55575.89,497257.06,321664.38,150466,144829.92,2.61,0.18,5.41,7.67,20100902
300116,坚瑞消防,专用机械,陕西,157.41,24409.55,50023.76,129559.11,76358.38,12103.87,53350.53,1.07,0.012,1.87,4.06,20100902
300117,嘉寓股份,装修装饰,北京,57.6,32580,32580,377595.91,301813.72,40251.82,54417.05,1.67,0.031,4.04,1.79,20100902
300118,东方日升,半导体,浙江,0,37982.94,64991.21,598233.31,379755.78,135266.56,203199.63,3.13,-0.032,4.1,2.92,20100902
300119,瑞普生物,生物制药,天津,35.51,20313.1,38914.62,201735.27,89970.35,33073.06,81614.61,2.1,0.066,4.22,2.22,20100917
300120,经纬电材,电气设备,天津,658.39,15550.08,20590,69854.75,28161.5,30441.55,30498,1.48,0.008,2.92,7.06,20100917
300121,阳谷华泰,化工原料,山东,128.94,13211.95,28080,139684.27,84292,42035.75,9642.1,0.34,0.019,1.7,5.64,20100917
300122,智飞生物,生物制药,重庆,83,32145.13,80000,271251.63,158888.34,35136.18,101537.99,1.27,0.06,3.13,6.32,20100928
300123,太阳鸟,船舶,湖南,0,25749.13,28889.73,147758.67,69515.09,42199.25,44164.53,1.53,-0.021,3.17,6.46,20100928
300124,汇川技术,电器仪表,深圳,75.74,61742.03,79089.32,468975.56,397132.47,21621.15,133419.91,1.69,0.16,4.6,10.52,20100928
300125,易世达,电气设备,辽宁,0,9749.2,11800,240240.13,97977.75,63919.55,81123.32,6.87,-0.159,9.13,3.03,20101013
300126,锐奇股份,轻工机械,上海,130.95,18981.58,30730.8,118457.97,87434.06,19546.67,49298.62,1.6,0.04,3.42,6.12,20101013
300127,银河磁体,元器件,四川,58.81,22186.49,32314.64,111203.85,86546.63,20566.75,49620.26,1.54,0.056,3.16,4.18,20101013
300128,锦富新材,元器件,江苏,0,40356.8,50511.6,391260.63,180085.55,57357.91,170777.06,3.38,-0.023,5.21,3.51,20101013
300129,泰胜风能,电气设备,上海,61.19,46378.75,64800,271125.78,171594.16,60892.42,78440.2,1.21,0.03,2.35,3.12,20101019
300130,新国都,电脑设备,深圳,422.08,14739.75,22860,139310.84,105037.17,2452.61,67974.93,2.97,0.02,5,6.66,20101019
300131,英唐智控,元器件,深圳,2241.75,26547.98,40440.6,81208.63,56403.71,13106.36,3214.68,0.08,0.002,1.25,17.26,20101019
300132,青松股份,化工原料,福建,137.03,23600.25,38592,105942.77,56409.51,31741.8,8241.61,0.21,0.013,1.57,4.57,20101026
300133,华策影视,影视音像,浙江,78.85,68068.4,97930.77,503498.69,304985.44,4722.93,188443.55,1.92,0.085,3.62,7.37,20101026
300134,大富科技,通信设备,深圳,58.8,59772,65280,355936.75,150415.63,87477.56,177813.02,2.72,0.098,4.04,5.68,20101026
300135,宝利国际,化工原料,江苏,441.3,70904.35,92160,255406.41,182257.11,32303.27,29125.6,0.32,0.007,1.26,10.01,20101026
300136,信维通信,通信设备,深圳,97.35,40429.5,54451.8,111788.1,65869.3,27635.68,30253.03,0.56,0.048,1.28,14.54,20101105
300137,先河环保,电器仪表,河北,236.34,26940.46,34439.53,159352.25,108467.7,19087.67,67755.4,1.97,0.02,3.77,4.92,20101105
300138,晨光生物,食品,河北,128.58,12606.96,17957.08,150193.56,90337.11,45319.15,63629.8,3.54,0.027,5.64,2.5,20101105
300139,福星晓程,元器件,北京,37.33,21216.1,27400,134917.2,78726.82,6783.36,74483.31,2.72,0.11,4.54,3.63,20101112
300140,启源装备,电气设备,陕西,156038,24158.08,24400,110569.35,64209.53,24549.99,49764.4,2.04,0,3.24,7.9,20101112
300141,和顺电气,电气设备,江苏,51.71,10585.19,16694.5,82392.36,66736.38,8874.49,30392.3,1.82,0.074,4.19,3.65,20101112
300142,沃森生物,生物制药,云南,0,33665.05,46800,582590.44,207834.63,50430.26,190440.84,4.07,-0.103,6.06,8.04,20101112
300143,星河生物,种植业,广东,565.09,10530.99,14740,76503.71,10034.57,42645.45,50813.98,3.45,0.009,2.09,9.21,20101209
300144,宋城演艺,旅游景点,浙江,111.61,50659.85,55769.01,390597.78,111966.8,164048.11,174851.19,3.14,0.171,6.35,12.05,20101209
300145,南方泵业,专用机械,浙江,71.46,17862.08,26338.32,197915.95,107002.51,58046.36,60939.3,2.31,0.114,5.65,5.77,20101209
300146,汤臣倍健,食品,广东,24.85,33743.14,72801.09,473140.91,333084.25,41672.9,263381.75,3.62,0.3,5.66,4.95,20101215
300147,香雪制药,生物制药,广东,86.96,65972.9,66147.63,354162.03,117853.3,121440.31,73223.11,1.11,0.058,3.5,5.81,20101215
300148,天舟文化,出版业,湖南,42.46,33751.89,42235.14,193944.91,72677.9,4198.73,120596.02,2.86,0.11,4.29,4.36,20101215
300149,量子高科,食品,广东,180.94,27934.71,42210,76182.15,44367.59,17756.14,19757.65,0.47,0.026,1.63,11.54,20101222
300150,世纪瑞尔,软件服务,北京,218.08,35772.85,54000,159530.75,142143.55,2261.06,99866.55,1.85,0.014,2.7,4.42,20101222
300151,昌红科技,机械基件,深圳,121.96,26603.94,50250,93751.35,63640.69,22637,41255.98,0.82,0.02,1.57,6.13,20101222
300152,燃控科技,专用机械,江苏,212.48,23760,23760,281545.25,176770.72,35411.06,96935.18,4.08,0.051,6.2,6.93,20101229
300153,科泰电源,电气设备,上海,120.05,15479.55,32000,113313.38,79388.35,13485.25,65463.78,2.05,0.019,2.94,3.07,20101229
300154,瑞凌股份,元器件,深圳,33.23,15570.3,22350,176630.06,161608.47,9802.32,90685.34,4.06,0.142,6.84,2.75,20101229
300155,安居宝,元器件,广东,0,26697.58,54690,134450.66,102084.67,22632.55,55715.68,1.02,-0.01,2.03,17.78,20110107
300156,神雾环保,环境保护,北京,392.5,24398.58,28872,252949.95,122996.42,8383.55,93558.93,3.24,0.022,5.03,6.99,20110107
300157,恒泰艾普,石油开采,北京,0,47627.32,59770.28,306543.44,134646.59,48799.84,118401.97,1.98,-0.02,3.68,2.37,20110107
300158,振东制药,中成药,山西,91.24,28800,28800,288524.41,129190.06,93194.71,127776.07,4.44,0.052,6.85,2.76,20110107
300159,新研股份,农用机械,新疆,2004.76,57603.16,72160,127187.86,101440.92,20218.42,39393.23,0.55,0.002,1.54,9.29,20110107
300160,秀强股份,玻璃,江苏,28.94,18680,18680,139565.84,85581.28,36653.6,64117.42,3.43,0.116,5.92,2.27,20110113
300161,华中数控,机床制造,湖北,0,15515.88,16174.5,134591.5,103865.45,18313.78,48745.53,3.01,-0.111,5.2,7.34,20110113
300162,雷曼光电,元器件,深圳,278.82,21252.48,33500,91850.32,56329.68,23915.21,52819.51,1.58,0.021,2.25,10.39,20110113
300163,先锋新材,其他建材,浙江,494.6,9665.49,15800,96999.03,38686.35,35867.48,41043.07,2.6,0.015,4.21,7.09,20110113
300164,通源石油,石油开采,陕西,0,29976.56,40509.51,226261.2,127128.67,47406.23,66473.63,1.64,-0.026,3.3,5.19,20110113
300165,天瑞仪器,电器仪表,江苏,89.37,13840.38,23088,157231.75,138393.06,13833.65,107566.92,4.66,0.057,6.45,3.18,20110125
300166,东方国信,软件服务,北京,167.35,34081.96,56287.39,186554.86,83009.65,2494.35,96313.92,1.71,0.043,2.96,9.63,20110125
300167,迪威视讯,通信设备,深圳,0,30024,30024,107808.97,72145.71,3030.48,29790.18,0.99,-0.065,2.22,13.11,20110125
300168,万达信息,软件服务,上海,3553.81,97850.56,100162.82,398784.47,223952.27,19298.95,57592.23,0.57,0.004,1.67,33.63,20110125
300169,天晟新材,塑料,江苏,0,17235.5,32598.42,182489.69,80785.56,49225.7,82893.86,2.54,-0.03,3.69,2.26,20110125
300170,汉得信息,软件服务,上海,98.43,61574.64,82359.86,174618.19,131295.27,29363.77,59988.63,0.73,0.038,2.01,7.49,20110201
300171,东富龙,医疗保健,上海,32.69,32033.25,63483.57,415899.03,348400.91,21736.9,150877.77,2.38,0.16,4.27,4.89,20110201
300172,中电环保,环境保护,江苏,98.11,22767.33,33800,131554.88,96460.15,5148.49,45960.7,1.36,0.026,2.78,3.69,20110201
300173,智慧松德,轻工机械,广东,466.77,24448.75,58618.05,198664.02,95769.38,14586.4,120820.81,2.06,0.007,2.6,4.7,20110201
300174,元力股份,化工原料,福建,68.28,6594.43,13600,59828.53,22717.97,29151.9,29833.19,2.19,0.059,3.73,4.34,20110201
300175,朗源股份,食品,山东,141.17,46479.35,47080,174013.63,120497.61,23055.9,7043.56,0.15,0.017,1.92,5.02,20110215
300176,鸿特精密,汽车配件,广东,91.66,10728,10728,184007.94,76748.85,78906.25,31930.75,2.98,0.052,5.32,3.57,20110215
300177,中海达,通信设备,广东,1484.54,25413.83,43531.46,132600.27,91968.21,17518.67,26263.95,0.6,0.003,2.54,6.19,20110215
300178,腾邦国际,旅游服务,深圳,129.39,51940.12,53825.19,244820.67,179506.44,17892.81,55032.57,1.02,0.064,2.37,13.9,20110215
300179,四方达,矿物制品,河南,75.01,29860.56,47520,86802.4,61912.82,16064.54,31349.9,0.66,0.026,1.53,5.08,20110215
300180,华峰超纤,化纤,上海,39.18,29990.76,39500,185157.3,73992.86,68955.11,77735.15,1.97,0.085,3.68,3.62,20110222
300181,佐力药业,中成药,浙江,51.46,39829.76,60862.48,117408.11,54387.31,45719.55,23661.75,0.39,0.037,1.53,4.99,20110222
300182,捷成股份,软件服务,北京,66.85,23061.24,47094.46,233868.3,173538.42,13564.55,61625.38,1.31,0.117,3.73,8.36,20110222
300183,东软载波,软件服务,山东,46.97,25392.8,44544.8,214000.84,194444.88,1189.97,92499.11,2.08,0.14,4.34,6.07,20110222
300184,力源信息,元器件,湖北,242.76,23310,35929.5,89081.97,49929.59,16233.54,36996.15,1.03,0.027,1.74,14.94,20110222
300185,通裕重工,工程机械,山东,239.44,70238.88,90000,758142.25,341336.72,154069.98,215378.27,2.39,0.01,3.91,2.42,20110308
300186,大华农,农业综合,广东,86.47,39606.75,53488.82,242396.27,161218.75,52711.01,113094.26,2.11,0.093,4.07,7.88,20110308
300187,永清环保,环境保护,湖南,241.04,19739.25,20034,150228.19,106378.65,14426.42,46635.96,2.33,0.032,4.55,6.79,20110308
300188,美亚柏科,软件服务,福建,4755.49,23551.6,44316.32,119765.07,81959.67,24079.32,39001.12,0.88,0.002,2.13,17.43,20110316
300189,神农大丰,种植业,海南,0,40960,40960,155404.52,78052.18,29910.25,72640.71,1.77,-0.026,3.01,9.42,20110316
300190,维尔利,环境保护,江苏,231.5,30535.83,34812.08,207920.8,114179.82,21726.25,109554.92,3.15,0.037,4.29,8,20110316
300191,潜能恒信,石油开采,北京,0,14519,32000,123576.82,98632.61,17188.27,55003.83,1.72,-0.017,3.78,3.5,20110316
300192,科斯伍德,染料涂料,江苏,95.25,14973.75,24255,79997.65,45975.14,24567.32,20063.38,0.83,0.028,2.69,3.9,20110322
300193,佳士科技,专用机械,深圳,127.54,15178.4,23050.63,212355.77,164136.91,40562.25,145304.66,6.3,0.054,8.61,3.2,20110322
300194,福安药业,化学制药,重庆,136.3,14980.26,28199.94,182914.3,111489.86,50100.37,113182.22,4.01,0.032,6.6,2.68,20110322
300195,长荣股份,轻工机械,天津,65.83,12937.92,34085.23,288786.06,157896,47540.7,163473.8,4.8,0.121,6.68,4.78,20110329
300196,长海股份,玻璃,江苏,44.95,10993.33,19200,161284.77,43296.53,79764.88,45795.23,2.39,0.197,5.82,6.08,20110329
300197,铁汉生态,环境保护,深圳,0,29379.61,53839.75,515000,313883.09,32476.89,69779.67,1.3,-0.006,4.02,8.96,20110329
300198,纳川股份,塑料,福建,335.93,34416.17,41587.64,163905.86,88532.63,28307.89,36081.28,0.87,0.007,2.69,3.65,20110407
300199,翰宇药业,化学制药,深圳,148.49,39891.73,89001.63,295890.47,67613.65,62763.71,144096.36,1.62,0.042,2.7,9.33,20110407
300200,高盟新材,化工原料,北京,51.25,20000.73,21360,83113.4,60165.21,15772.35,41798.75,1.96,0.053,3.6,3.03,20110407
300201,海伦哲,专用机械,江苏,0,35015.55,36540.12,125279.42,75695.46,21184.78,24707.42,0.68,-0.012,2.02,4.83,20110407
300202,聚龙股份,专用机械,辽宁,633.11,41843.17,54950.39,158580.97,125509.36,21183.38,9757.1,0.18,0.015,2.53,14.59,20110415
300203,聚光科技,电器仪表,浙江,850.19,44500,45305.89,283641.22,183008.13,20744.39,91092.61,2.01,0.011,4.6,8.19,20110415
300204,舒泰神,生物制药,北京,51.2,33048.12,33616.8,182676.31,149612.56,23520.07,73385.84,2.18,0.15,4.66,6.6,20110415
300205,天喻信息,元器件,湖北,258.32,42476.94,43005.6,195456.06,164891.38,14224.1,40045.6,0.93,0.019,2.6,7.6,20110421
300206,理邦仪器,医疗保健,深圳,0,13613.65,23400,132638.31,99771.49,4151.71,83916.46,3.59,-0.066,4.9,4.25,20110421
300207,欣旺达,元器件,深圳,161.62,43136.92,63077.5,443975.69,329339.13,41400.1,81678.25,1.29,0.034,5.86,3.71,20110421
300208,恒顺众昇,电气设备,山东,89.35,18516.61,30197,153653.55,58769.9,24315.15,30553.06,1.01,0.24,2.82,28.17,20110426
300209,天泽信息,软件服务,江苏,1285.28,20331.86,24493.02,91116.55,70749.81,9896.69,56286.5,2.3,0.003,3.48,4.16,20110426
300210,森远股份,专用机械,辽宁,38.42,10989.19,24251.4,138210.8,81920.4,15266.84,19482.89,0.8,0.102,3.6,4.36,20110426
300211,亿通科技,通信设备,江苏,259.49,9125.58,15930.3,56723.46,32133.84,15171.92,25620.07,1.61,0.016,3.1,5.21,20110505
300212,易华录,软件服务,北京,121.5,29550.16,32160,338551.06,259507.91,14195.99,23560.25,0.73,0.123,3.14,19.06,20110505
300213,佳讯飞鸿,通信设备,北京,474.37,12031.41,26101.58,140003.34,92822.32,15223.42,35362.32,1.35,0.016,3.53,8.64,20110505
300214,日科化学,化工原料,山东,42.18,28673.31,40500,145154.88,83741.75,53340.13,44779.68,1.11,0.06,3.1,3.25,20110511
300215,电科院,电气设备,江苏,0,47999.85,72000,329303.81,42596.85,112967.61,24573.65,0.34,-0.013,1.82,8.6,20110511
300216,千山药机,医疗保健,湖南,190.51,24760.33,36159.53,165929.5,119794.71,20389.96,39556.26,1.09,0.043,2.65,12.41,20110511
300217,东方电热,电器仪表,江苏,42.53,21497.27,39547.19,167950.17,115070.77,28643.05,33278.53,0.84,0.053,2.98,3.02,20110518
300218,安利股份,塑料,安徽,76.12,16770.25,21581.16,178185.94,67776.31,80970.63,36704.32,1.7,0.047,4.37,3.24,20110518
300219,鸿利光电,元器件,广东,69.45,14136.86,24627.99,156523.2,76040.59,49614.12,40184.64,1.63,0.111,3.81,8.07,20110518
300220,金运激光,元器件,湖北,490.27,6677.77,12600,42451.75,25722.48,9387.03,8281.74,0.66,0.02,2.35,16.89,20110525
300221,银禧科技,塑料,广东,93.11,40000,40324,125957.63,81840.93,26508.47,31999.18,0.79,0.021,1.78,4.32,20110525
300222,科大智能,电气设备,上海,247.3,14645.12,32411.67,169931.63,99494.74,17873.99,94817.28,2.93,0.037,4.18,8.67,20110525
300223,北京君正,半导体,北京,0,9735.32,16640,106510.38,88754.56,7249.96,79581.71,4.78,-0.014,6.34,3.75,20110531
300224,正海磁材,元器件,山东,92.45,45729.78,50507.39,209817.91,151263,36156.4,70153.4,1.39,0.053,3.01,6.51,20110531
300225,金力泰,染料涂料,上海,50.01,33679.66,47034,101886,59906.9,36005.15,23418.42,0.5,0.034,1.74,3.97,20110531
300226,上海钢联,互联网,上海,0,13883.54,15600,286002.31,255978.34,22943.89,16154.8,1.04,-0.083,2.76,19.26,20110608
300227,光韵达,元器件,深圳,331.23,13575.9,13866,58203.16,20262.9,28087.33,13505.57,0.97,0.015,2.54,8.04,20110608
300228,富瑞特装,化工机械,江苏,107.56,10931.45,14576.79,320128.53,211440.27,40475.9,41126.78,2.82,0.211,9.39,9.68,20110608
300229,拓尔思,软件服务,北京,1416.11,40980.82,46588.69,155644.91,72483.93,11085.71,77843.53,1.67,0.004,3.04,7.96,20110615
300230,永利带业,塑料,上海,82.59,10568.79,20472.28,69507.4,47994.2,19772.64,19116.65,0.93,0.039,3.62,3.57,20110615
300231,银信科技,软件服务,北京,126.35,25605.72,33631.39,52552.51,44345.01,7499.96,4449.51,0.13,0.03,1.37,11.11,20110615
300232,洲明科技,半导体,深圳,146.84,13826.58,20303.81,145997.63,91993.92,26275.71,23704.22,1.17,0.038,3.23,6.95,20110622
300233,金城医药,化学制药,山东,44.4,11107.83,12660,180285,84413.36,70361.32,58012.21,4.58,0.304,9.17,5.89,20110622
300234,开尔新材,陶瓷,浙江,35.33,13487.91,26400,77251.21,58351.88,9918.74,4173.23,0.16,0.097,2.1,6.54,20110622
300235,方直科技,软件服务,深圳,74.92,8879.73,15840,37495.45,26951.75,1893.29,6258.08,0.4,0.077,2.2,10.5,20110629
300236,上海新阳,化工原料,上海,157.22,15161.87,18385.91,99730.71,47504.23,14981.34,58435.8,3.18,0.039,4.7,5.22,20110629
300237,美晨科技,橡胶,山东,73.71,11487.75,26068.69,270526.22,184189.06,33833.01,81710.09,3.13,0.078,4.78,4.81,20110629
300238,冠昊生物,医疗保健,广东,229.88,18092.23,24699.5,65510.61,32467.81,20729.9,24326,0.98,0.036,2.19,15.32,20110706
300239,东宝生物,生物制药,内蒙,249.88,12244.01,19754.8,53537.31,30012.23,20327.88,5154.3,0.26,0.013,1.72,7.75,20110706
300240,飞力达,仓储物流,江苏,84.91,24367.6,24370.65,167158.91,101674.88,27968.71,44892.28,1.84,0.037,3.93,3.21,20110706
300241,瑞丰光电,半导体,深圳,75.25,14908.05,21913.97,124734.63,61676.81,38655.7,24543.14,1.12,0.039,2.96,3.97,20110712
300242,明家科技,元器件,广东,296.64,4174.18,8714.83,79971.11,32383.46,6453.66,36972.81,4.24,0.04,5.65,8.33,20110712
300243,瑞丰高材,化工原料,山东,85.08,13358.05,20615.59,86849.27,53907.91,11039.58,4224.91,0.2,0.038,2.09,6.26,20110712
300244,迪安诊断,医疗保健,浙江,187.85,18042.89,26978.39,133976.63,68100.96,11816.98,18729.1,0.69,0.099,2.77,26.87,20110719
300245,天玑科技,软件服务,上海,114.63,17093.56,27274.98,76868.42,63927.06,9587.67,23093.31,0.85,0.03,2.49,5.47,20110719
300246,宝莱特,医疗保健,广东,156.76,10466.78,14608.79,52539.98,34510.09,7233.33,11460.5,0.78,0.045,2.86,9.89,20110719
300247,桑乐金,医疗保健,安徽,100.81,16768.41,25860.96,84179.96,40762.01,25823.02,25327.6,0.98,0.026,2.61,4.05,20110729
300248,新开普,软件服务,河南,0,17105.75,28544,62021.28,42174.17,15669.65,6374.9,0.22,-0.009,1.82,14.49,20110729
300249,依米康,专用机械,四川,0,9681.88,17597.27,143366.05,108216.71,9523.53,38409.76,2.18,-0.026,3.81,9.19,20110803
300250,初灵信息,通信设备,浙江,0,4449.74,9802.88,88646.25,54133.7,2437.25,47575.03,4.85,-0.036,7.31,5.93,20110803
300251,光线传媒,影视音像,北京,1754.59,122462.35,146680.42,796032.31,458767.44,2231.18,316677,2.16,0.003,4.33,5.24,20110803
300252,金信诺,电气设备,深圳,71.97,26045.76,40853.23,185288.41,125398.72,21821.73,34747.37,0.85,0.084,1.82,13.2,20110818
300253,卫宁软件,软件服务,上海,418.33,37999.26,54634.48,120285.55,67225.93,2712.99,25257.42,0.46,0.031,1.45,35.85,20110818
300254,仟源医药,化学制药,山西,127.86,10493.87,16056,113674.13,30431.1,28162.1,37790.67,2.35,0.045,4.02,5.78,20110819
300255,常山药业,生物制药,河北,169.92,32701.3,47104.67,205485.8,121948.6,39715.43,72620.55,1.54,0.051,2.96,11.72,20110819
300256,星星科技,元器件,浙江,65.49,12601.58,22582.57,324468.84,148609.8,58283.25,145827.16,6.46,0.061,7.21,2.21,20110819
300257,开山股份,机械基件,浙江,65.88,81436.49,85800,453669.94,331469.22,88138.93,194012.95,2.26,0.077,4.01,5.04,20110819
300258,精锻科技,汽车配件,江苏,34.08,24976.97,27000,169313.73,48078.75,76325.68,57561.7,2.13,0.114,4.48,3.46,20110826
300259,新天科技,电器仪表,河南,91.45,25213.73,46674.85,95079.77,64802.71,18627.85,19908.52,0.43,0.027,1.76,5.64,20110831
300260,新莱应材,机械基件,江苏,197.7,4724.25,10005,99946.47,62003.16,27927.19,39308.31,3.93,0.027,6.46,3.26,20110906
300261,雅本化学,农药化肥,江苏,82.02,37033.98,39240.44,145756.77,53817.63,41472.84,21357.03,0.54,0.041,1.76,7.56,20110906
300262,巴安水务,环境保护,上海,131.72,16920.05,37352,125150.4,78214.55,8417.87,9751.46,0.26,0.024,1.63,7.67,20110916
300263,隆华节能,专用机械,河南,75.85,22660.61,38349.57,264873.09,151595.55,34448.3,78952.09,2.06,0.054,4.11,3.95,20110916
300264,佳创视讯,通信设备,深圳,0,16240.12,22950,65795.43,56086.8,1792.74,28008.55,1.22,-0.019,2.69,5.05,20110916
300265,通光线缆,电气设备,江苏,72.57,33750,33750,122269.47,84264.21,27765.14,44696.76,1.32,0.036,2.35,4.4,20110916
300266,兴源环境,机械基件,浙江,502.69,15197.33,41401.23,150883.41,77053.55,42226.82,65519.76,1.58,0.027,2.55,21.68,20110927
300267,尔康制药,化学制药,湖南,73.41,56467.01,90896,239037.42,98429.71,73385.53,8457.21,0.09,0.099,1.84,15.83,20110927
300268,万福生科,农业综合,湖南,0,9891.23,13400,37331.15,8704.32,9067.71,37698.46,2.81,-0.065,2.21,5.89,20110927
300269,联建光电,半导体,深圳,132.5,17143.85,50553.76,315330.44,133403.48,21503.6,196093.67,3.88,0.054,4.93,5.84,20111012
300270,中威电子,通信设备,浙江,73.79,14126.7,27280,70355.61,53593.03,5632.28,28851.65,1.06,0.049,1.98,7.32,20111012
300271,华宇软件,软件服务,北京,117.71,22073.5,31026.24,187698.11,133952.17,6359.05,54506.8,1.76,0.062,7.98,3.68,20111026
300272,开能环保,专用机械,上海,138.15,19721.28,33182.14,89993.68,40533.1,18878.36,13861.12,0.42,0.026,1.63,8.65,20111102
300273,和佳股份,医疗保健,广东,61.03,48070.96,74369.29,268845.28,153639.13,4420.27,19061.77,0.26,0.1,1.73,14.14,20111026
300274,阳光电源,电气设备,安徽,59.23,45346.41,65827.79,485102.09,440131.66,26949.88,99814.8,1.52,0.105,3.71,6.69,20111102
